Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,210.027470429478,204.929301534773,260.225266127099,291.950589001802,261.331083055664,260.964692542291,315.27738237919,346.880100387651,374.083261758212,403.065252307126,444.026267601819,503.478766140281,584.550684771366,772.818791304736,1000.63425269098,1149.58612059323,1385.29852974104,1560.86306044714,1737.36755211912,1901.00132504395,1939.79087647145,2124.96298887959,2218.89051545923,1565.29783211062,1573.9671393322,1643.1965026761,1936.01633526699,2081.66526186895,2294.40169466025,2901.28544927074,3093.03747863815,3966.79548849162,2591.79711627806,2786.17135574477,3494.64054135109,4740.11981336276,5156.80907513759,5271.41222246603,5075.63121131187,3469.50223662228,3739.11613876518,3146.94890366357,2819.6481201182,3059.58650690802,3623.04991209299,4770.18384511293,5860.14582941752,7313.55777336115,8787.61065756604,8553.38136825695,11224.1540829355,13167.4728917533,12291.4668523291,12216.9044643396,12026.6193906313,8750.22299607324,8639.36574344537,9821.40768641008
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,..,7.09569641887859,2.16361089715113,-2.04302305330447,0.534549621181867,0.178577915193884,1.31141482023591,2.11537330829789,8.51638896083769,6.92792381720804,6.04094170797373,8.55946483901609,9.35101354192159,11.2669163326498,6.46306819299325,2.72312321372932,7.19940303763377,2.14585441036353,0.811367507136481,4.27179758612273,6.57397673592612,-6.60652108087311,-1.73045984175843,-5.59244623202029,2.95579985094967,5.65799835859661,5.787053958261,1.565363430056,-1.99518928101826,1.3852374961955,-4.82823423720716,-0.241038001627558,-2.13328704179351,2.95436996676824,3.63788152417224,2.74944571319928,0.585799529450128,1.77086338658674,-1.20971313531966,-1.03634940449311,2.61076823470627,-0.0220252931206915,1.68091402550694,-0.152130040889205,4.47265462071955,1.99349888687033,2.80501356709293,4.94203093048171,4.02764108742089,-1.10812264721639,6.50337053258116,2.99590209833293,0.98051625560484,2.06999544558914,-0.379916592675443,-4.36879676357361,-4.25414709607819,0.187041952837873
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10344.8643896104,10319.9293352146,10099.7756199842,10398.160357612,10776.4331121153,11072.7252903522,11137.5892630004,11334.8207534073,11197.7019378884,11081.6546205381,11370.970939251,11368.466449571,11559.5605966069,11541.9750323446,12058.2077119511,12298.5879484653,12643.5650089807,13268.41390244,13802.8179924238,13649.8658402957,14537.5671930903,14973.0984736747,15119.9121381768,15432.8936308141,15374.2615071807,14702.5912680317,14077.1214085544,14103.4515313404
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6686.22765918254,6892.12683696716,6898.85590863996,7271.66481369523,7696.57970054932,8073.13231523597,8268.66737783159,8559.11882464492,8547.34272483546,8588.20868145488,9012.95542519292,9216.32137733195,9515.10002302958,9690.07249929286,10401.8433355874,10950.5697715337,11603.6023664284,12501.1284070073,13259.7294038113,13212.3784657313,14243.492142124,14973.0984736747,15398.4287039609,15971.0089748595,16195.8711227125,15656.2666699696,15181.4713659756,15483.5408303931
GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26930.767578125,26266.3828125,26615.044921875,27265.494140625,27613.208984375,27678.94140625,28092.708984375,27769.201171875,27346,27760.595703125,27299.279296875,27141.04296875,27053.51171875,27493.189453125,27883.5859375,28080.92578125,29358.234375,30142.3515625,29785.736328125,31707.220703125,32832.72265625,33268.21875,33734.05859375,33431.30078125,32248.4609375,31919.783203125,32531.5078125
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0196229172754,10.9786321965101,10.8146152677784,11.0427891243701,11.0491735935878,11.1553356778061,10.8257876857658,10.6525460792702,10.4381776694162,10.2547040305321,10.6336599128848,10.5958460774146,10.6379258075013,10.585190480092,10.6055800472704,10.6757061746821,10.7253300244224,10.7645593059915,10.7154978412759,11.0636884724213,10.7603673308077,11.0167406046059,10.7633781141245,10.6348098330219,10.3535495389587,..,..,..
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.12234639027723,7.33203911935372,7.38714158086395,7.72246804810575,7.89137224752474,8.13336361069757,8.03718249639495,8.04392144005201,7.9675885693426,7.94732747017248,8.42854170620232,8.58996445539764,8.75646848770833,8.88680341826035,9.14875450564688,9.50556810392507,9.84314667292937,10.1420666492999,10.2938836026404,10.7090898207255,10.5426998539049,11.0167406046059,10.9616450803069,11.0056252153509,10.9068493414969,..,..,..
"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1545027686322.42,1568387535247.79,1561064526664.86,1633890824857.65,1721051575671.65,1797065800230.88,1836736666231.49,1899094402040.22,1905520105299.7,1914458263431.62,1993190057788.43,2020752528283.76,2082466643790.09,2106204407606.59,2227614698949.55,2298819603353.55,2389790718626.23,2534620486107.17,2663654413641.67,2660304198210.8,2860938983936.98,2974955344832.28,3032464441306.37,3123750887614.6,3139626109942.67,3028176690626.19,2923154591439.16,2951687084850.69
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,998602442857.241,1047441844932.11,1066316682544.97,1142616194780.96,1229183207755.53,1310242022990.51,1363613273492.56,1434038967170.62,1454506781784.59,1483692430534.17,1579859208220.63,1638207299756.08,1714154984065.9,1768265253636.76,1921620498174,2046851603141.45,2193224871167.55,2388048518295.76,2558849705150.24,2575039660607.66,2803066111100.81,2974955344832.28,3088323997521.82,3232670078261.04,3307409583633.35,3224597686757.07,3152476024060.3,3240523597735.66
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425595.310000002,11548794.55,60286000.0000001,640958800.000001,14097114200,356801000000,705991552900,854763607800,952089196100,1002351019200,1087710456100,1199092070900,1315755467800,1488787255200,1717950396400,1957751213000,2170584500000,2409449940000,2720262930000,3109803100000,3333039350000,3885847000000,4376382000000,4814760000000,5331619000000,5778953000000,5995787000000,6259227789900,6559940259800
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Brazil,BRA,14.1041493442962,14.6447410701511,11.6747800219492,12.8841447701273,11.7133119807703,10.8725993337223,11.1502716867255,11.5379421311238,11.1329005062325,10.814708261101,11.3246527269795,11.0226400454096,10.7529260267313,10.4453941865911,9.74323820334986,10.6375240633368,10.5208152880654,9.43555428163941,9.6553512684355,9.7406333301681,9.19810304233671,9.31844600809667,10.005735337213,9.66074437458691,8.28479429422943,9.86933499207352,10.6740955006695,12.1635908857337,12.5918983628166,15.4991373289569,19.2920567627554,17.8996782005772,17.0630311963889,17.6640194913084,15.8317941934019,20.9279248587451,19.7508265161777,19.5352947982055,20.0705315848897,19.782690769704,18.7678457444131,19.3432950140464,19.8096623456372,19.0774784933715,18.4675839197143,18.8900012876716,19.0389168243105,18.9429876177447,18.8393927576958,19.6506383880526,19.0168578433479,18.6692569341525,18.530103265791,18.892479001219,19.1535387119431,19.7768199570799,20.1750444365945,20.0479818704949
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,Brazil,BRA,..,7.97075691375883,2.01308152174195,7.23723611701151,-2.45376083864683,-6.28955318953716,4.69800816411838,9.61493842076769,5.84822537616643,7.73484476174227,6.6790229328832,8.9021270914978,8.53455864958461,12.2748756504781,0.18179309523407,15.1578746926264,7.70053326105742,-5.48393555526881,5.46796416175903,8.16287864770899,0.184803790729092,-3.10805240557998,7.78352636397315,-8.21348531594963,-10.7529114338505,27.1757465453306,19.9162102969753,20.7939416698936,-1.28124133806622,18.5100337000008,-9.76066692839458,-2.89135936648054,2.84092718248459,2.30732913344463,0.332884452757497,1.34521706439514,-1.28427342520509,1.24643284013619,3.22176672706497,1.68820630304205,-0.151267022946385,2.61592312373399,3.81632358619177,1.59656255331512,3.87603723735023,2.01094108820841,3.5607997755003,4.06914652097792,2.04504032137072,2.94516813264019,3.92066484480263,2.20429629931031,2.27700544515289,1.51012130135786,0.813084812584137,-1.43656820937207,-0.0561537920800674,-0.558391180596317
General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,Brazil,BRA,64036136122.3854,69140300869.6644,70532151490.5484,75636729832.3277,73780785376.0689,69140303636.1828,72388520745.7069,79348632439.1113,83989119297.0564,90485547291.4383,96529097745.9783,105122240707.601,114093959994.549,128098851708.586,128331726576.067,147784088881.351,159164251800.21,150435786804.461,158661561713.389,171612912456.613,171930059624.213,166586383270.148,179552678330.769,164805145461.677,147083794131.754,187054913234.256,224309163124.815,270951879665.215,267480332176.677,316991031803.454,286050592996.237,277779842382.768,285671365432.482,292262744073.015,293235641309.237,297180297195.017,293363689613.196,297020270981.57,306589571244.693,311765435710.915,311293837417.739,319437044893.509,331627796180.814,336922441391.021,349981680680.326,357019606098.329,369732359430.771,384777310871.478,392646162026.285,404210251664.318,420057980900.409,429317303428.355,439092881804.402,445723716945.276,449347828793.844,442892640735.888,442643939723.271,440172255002.412
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,Brazil,BRA,46293663700,49983619100,50989830100,54680084500,53338366000,49983621100,52331855700,57363531400,60718280000,65414744700,69783810500,75996054000,82481981800,92606542500,92774894800,106837597100,115064661800,108754589900,114701251900,124064175900,124293451200,120430345600,129804073300,119142634800,106331332800,135227666300,162159892700,195879326200,193369639300,229162424700,206794643700,200815467400,206520488600,211285596000,211988932900,214840644200,212081502900,214724956400,221642893600,225384682900,225043750200,230930721700,239743785300,243571444800,253012364700,258100294300,267290729000,278167180400,283855811400,292215842300,303672646100,310366491000,317433552900,322227184600,324847164900,320180513800,320000720300,318213864500
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,Brazil,BRA,0.0001453545,0.000218533,0.0003277995,0.000619511,0.0011297555,0.001636,0.0024359999,0.003418,0.0046549998,0.0060000001,0.0080019999,0.0104240002,0.013576,0.0184380002,0.0252800006,0.0388710015,0.0623110011,0.0854530036,0.1273339987,0.2146140039,0.4141820073,0.8312730193,1.8389099836,4.1192698479,11.6316003799,49.6166992188,142.1329956055,510.2760009766,3963.6398925781,65963.6015625,2228000,10791000,109367000,2490117000,56488000000,147749381700,168822877300,185993431200,201177177900,215178396000,225043750200,254510461800,294923728300,327741617400,361549348200,410023440000,458733170000,515299070000,585868020000,654963510000,738966000000,817038000000,892180000000,1007275000000,1106874000000,1185776000000,1262801988000,1315135634000
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,Brazil,BRA,2138974629.37547,2231397941.40397,2326350972.23237,2966120462.55023,2484615117.43754,2369143212.96947,3017566424.24558,3529668109.99594,3771368224.9048,4051070562.89625,4793453718.79043,5423630148.39019,6294656311.57992,8281010087.40018,10243651651.0189,13159614701.0133,16062972517.3168,16622737159.8975,19388031460.2157,21913453012.1884,21617804789.319,24559797774.6854,28184385846.1171,19640729543.5582,17317201192.6828,22002970828.7361,28621223440.4954,35771188291.3845,41603302534.6565,65963601562.5,89120000000,107910000000,68354375000,77332826086.9565,88359142812.4511,160999653154.626,167966249427.918,172535650463.822,173353880137.872,118575189287.486,123008335720.142,108201029589.321,100625653655.874,106513362820.929,123606614769.231,168428951692.409,210882715027.812,264649514662.832,319483051586.869,327580029008.703,420057980900.409,488425394548.063,456802007065.69,467174528083.113,470409689757.756,356420691935.435,361938087704.213,412087370433.039
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1329.05,..,..,..,..,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,58.4,59,58.4,55.6,58.5,59.7,61.4,63.3,60.5,..,53.2,60.1,..,59.6,59.9,59.8,59.6,59,..,58.4,58.1,57.6,56.5,56.3,55.6,54.9,54,53.7,..,52.9,52.6,52.8,51.5,51.3,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2144023988176.44,..,..,..,..,..,..,..
GNI (constant LCU),NY.GNP.MKTP.KN,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1146893000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current LCU),NY.GNP.MKTP.CN,Brazil,BRA,0.0010305797,0.0014922285,0.0028077574,0.0048083207,0.009645056,0.0150469998,0.0208470002,0.028624,0.040812999,0.0544800013,0.0696600005,0.093569003,0.1252540052,0.1745180041,0.2574619949,0.3604139984,0.5832639933,0.8906490207,1.2877919674,2.1442859173,4.3549070358,8.5517263413,17.4355602264,40.1522598267,132.41796875,475.949005127,1272.1594238281,4036.3601074219,30218.19921875,448509,11241795,58935000,628867800,13753924200,343380663000,695487258000,831737239000,921710778000,958034717000,1030892185000,1146893000000,1256633000000,1425884000000,1644806000000,1883019000000,2085654000000,2310899000000,2606534000000,2960430000000,3175326000000,3771767000000,4262386000000,4712545000000,5267395000000,5664561000000,5871129000000,6135499000000,6424077758685.11
GNI (current US$),NY.GNP.MKTP.CD,Brazil,BRA,15165569912.5199,15236854859.469,19926293839.0163,23021477292.2093,21211892259.9904,21790035117.19,25823978009.9173,29559163247.6664,33065704447.8652,36783720975.7678,41728566935.8317,48684157318.5706,58075347258.6067,78380807935.1819,104325590448.443,122016649141.279,150357935666.65,173253413561.887,196080790936.193,218945212519.056,227299903221.934,252659071917.96,267229261490.029,191446471082.959,197144720543.593,211063860366.741,256173867061.639,282955492984.36,317177371865.753,448509000000,449671800000,589350000000,393042375000,427140503105.59,537119760675.739,757859058515.855,827516902795.742,855019274582.56,825536162860.836,568078572215.793,626888767422.793,534237309752.572,486500392370.944,534548586285.343,643767179487.179,856742523825.172,1062335769778.88,1338674952493.45,1614369069691.35,1588139441832.55,2144023988176.44,2548054758488.76,2412853924530.23,2443019804276.24,2407378240543.99,1764744657188.37,1758526511894.53,2012934059875.01
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10894.6373783969,..,..,..,..,..,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6542.92194689177,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (current LCU),NY.GNP.PCAP.CN,Brazil,BRA,1.42724637923617E-11,2.00698468979142E-11,3.66676022414512E-11,6.09774969110959E-11,1.18827349286832E-10,1.80207863611616E-10,2.42865036648948E-10,3.2456687546032E-10,4.50688187064015E-10,5.86215732420157E-10,7.30749438932662E-10,9.57433723254256E-10,1.2507440086185E-09,1.70121589294609E-09,2.45040017134585E-09,3.34919584693543E-09,5.29214847017888E-09,7.89107692360307E-09,1.11422213178568E-08,1.8119303160469E-08,3.59435096261043E-08,6.8948349078441E-08,1.37344798187816E-07,3.09143380850886E-07,9.97118122900632E-07,3.5079750242196E-06,9.18530214548773E-06,2.85712497409415E-05,0.000209846358581007,0.00305748819357753,0.0752703953465148,0.387790021089895,4.06864903156989,87.5306398703231,2150.09172248031,4285.28512967356,5043.48168849395,5501.26757463438,5629.84729328161,5967.21869752578,6542.92194689177,7069.63861233266,7914.93710157768,9013.51726189941,10192.891184574,11158.1609586281,12226.1759190714,13644.871945267,15340.6824323901,16292.4126978986,19165.8460760758,21452.8011056282,23496.8184215571,26023.5689948243,27738.4755661136,28505.8696330686,29546.9027118889,30694.8760822864
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1420,1570,1760,2030,2250,2750,2730,3270,3160,3080,3020,3750,4450,5010,4830,4110,3860,3290,3060,2940,3300,3940,4750,6030,7400,8070,9610,11010,12280,12730,12020,10100,8860,8580
"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14583.0791989393,..,..,..,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6510,6740,6770,7090,7410,7950,8050,8290,8170,8140,8620,8800,9110,9280,10000,10520,11130,11980,12620,12590,13830,14580,15070,15780,15880,15330,14880,15160
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188035840512.453,212470464713.64,243339508272.849,286162766820.681,324215125278.206,403927074123.33,407351854702.77,496943272786.7,488536360423.024,484379062394.234,482312479827.048,608397907313.642,733743624740.24,838750277670.388,822021536449.576,710242402447.616,675789947650.662,585431843679.576,550575606492.291,536557435853.574,609961390992.273,736118048660.312,898024128812.843,1152665899812.82,1427340640679.63,1572420193911.65,1891074114272.57,2188472202619.47,2463466436793.65,2576100818721.48,2454179568754.29,2080012848928.34,1839686934332.13,1796487113588.68
